Nom,Industrie,Siège Social,Site Web,Taille,Fondée,Forme Juridique,Adresse 1,Adresse 2,Ville,Region,Pays,Code Postal,Profile LinkedIn,Taille/max,Taille/min
Go Study British,Administration scolaire et universitaire,"217 Boulevard Brahim Roudani (ex rte d'El Jadida)
Casablanca
20390
Maroc",http://www.gostudybritish.com,1-10 employés,2014,Société cotée en bourse,217 Boulevard Brahim Roudani (ex rte d'El Jadida),,Casablanca,,Maroc,20390,https://www.linkedin.com/company/9264232,10,1
Formation360.ma,Administration scolaire et universitaire,"Ziraoui
Casablanca
Maroc",http://formation360.ma,11-50 employés,2014,Établissement éducatif,Ziraoui,,Casablanca,,Maroc,,https://www.linkedin.com/company/5162366,50,11
AMAQUEN,Administration scolaire et universitaire,Maroc,http://www.amaquen.org,51-200 employés,,Non lucratif,,,,,Maroc,,https://www.linkedin.com/company/652026,200,51
Ecole pour le Web Avancé,Administration scolaire et universitaire,"265 Avenue Hassan II
Agadir
80000
Maroc",http://www.ewa.ma,1-10 employés,2009,Établissement éducatif,265 Avenue Hassan II,,Agadir,,Maroc,80000,https://www.linkedin.com/company/486251,10,1
Kolchi Tema,Administration scolaire et universitaire,"20, rue Moutanabi , résid. AlAkhawayne 2°
Tanger
90000
Maroc",http://www.kolchitema.com,Moi uniquement,2009,Établissement éducatif,"20, rue Moutanabi , résid. AlAkhawayne 2°",,Tanger,,Maroc,90000,https://www.linkedin.com/company/2401015,,
"Dar Si Hmad for Development, Education and Culture",Administration scolaire et universitaire,"App B4 Imm Hamria
Avenue Al Moukaouama
Agadir
80020
Maroc",http://www.darsihmad.org/,11-50 employés,2010,Non lucratif,App B4 Imm Hamria,Avenue Al Moukaouama,Agadir,,Maroc,80020,https://www.linkedin.com/company/9356501,50,11
Solutions Consulting Group,Administration scolaire et universitaire,"43 Residence Al Baida, Imm. J
Bd. Yaacoub Al Mansour
Casablanca
20 380
Maroc",http://www.solutionscon.com,1-10 employés,2006,Société à responsabilité limitée (SRL),"43 Residence Al Baida, Imm. J",Bd. Yaacoub Al Mansour,Casablanca,,Maroc,20 380,https://www.linkedin.com/company/1038113,10,1
EMSIG,Administration scolaire et universitaire,"Rouamzine 40
Kissariate Souk Jdid 1er & 2ème étage
Meknès
Meknès-Tafilalet
50000
Maroc",http://www.emsig.ma,11-50 employés,2012,Établissement éducatif,Rouamzine 40,Kissariate Souk Jdid 1er & 2ème étage,Meknès,Meknès-Tafilalet,Maroc,50000,https://www.linkedin.com/company/3339494,50,11
ENGLISH HIGHWAY,Administration scolaire et universitaire,"24, Rue Sebou V.N.
Meknès
Morocco
50000
Maroc",http://www.eh.ma,11-50 employés,2010,Établissement éducatif,"24, Rue Sebou V.N.",,Meknès,Morocco,Maroc,50000,https://www.linkedin.com/company/1497385,50,11
CCLT Morocco,Administration scolaire et universitaire,"Avenue Allal Ben Abdellah
Immeuble A1, Appartement 6
Rabat
Rabat-Salé-Zemmour-Zaër
10000
Maroc",http://www.ccltmorocco.com,1-10 employés,2013,Établissement éducatif,Avenue Allal Ben Abdellah,"Immeuble A1, Appartement 6",Rabat,Rabat-Salé-Zemmour-Zaër,Maroc,10000,https://www.linkedin.com/company/5379918,10,1
"I.L.L, School of English, Temara, Morocco",Administration scolaire et universitaire,"12000
Maroc",http://www.languagelabcenter.com,11-50 employés,,Établissement éducatif,,,,,Maroc,12000,https://www.linkedin.com/company/370188,50,11
Ecole Nationale des Sciences Appliquées de Tanger (ENSAT),Administration scolaire et universitaire,"BP 1818
Tanger
90000
Maroc",http://www.ensat.ac.ma,501-1 000 employés,1998,Établissement éducatif,BP 1818,,Tanger,,Maroc,90000,https://www.linkedin.com/company/6417794,0,501
École Polytechnique d'Agadir,Administration scolaire et universitaire,"Campus universiapolis Bab Al Madina, Qr Tilila, B.P. 8143
Agadir
Souss Massa Draa
8143
Maroc",http://www.e-polytechnique.ma/,11-50 employés,,Établissement éducatif,"Campus universiapolis Bab Al Madina, Qr Tilila, B.P. 8143",,Agadir,Souss Massa Draa,Maroc,8143,https://www.linkedin.com/company/9210720,50,11
ADALIA School of Business,Administration scolaire et universitaire,"1 Place BELAIR
Casablanca
20000
Maroc",http://www.adalia.ma,51-200 employés,2014,Établissement éducatif,1 Place BELAIR,,Casablanca,,Maroc,20000,https://www.linkedin.com/company/9201530,200,51
Universiapolis,Administration scolaire et universitaire,"Technopôle d'Agadir , Bab Al Madina, Qr Tilila, B.P. 8143
Agadir
8143
Maroc",http://www.universiapolis.ma,51-200 employés,1989,Établissement éducatif,"Technopôle d'Agadir , Bab Al Madina, Qr Tilila, B.P. 8143",,Agadir,,Maroc,8143,https://www.linkedin.com/company/9221933,200,51
Center for Cross Cultural Learning (CCCL),Administration scolaire et universitaire,"Av. Laalou, Derb Jirari, Zankat El Hassani, N°11 Rabat Medina, Morocco
Rabat
10101
Maroc",http://www.cccl.ma/,11-50 employés,1995,Société à responsabilité limitée (SRL),"Av. Laalou, Derb Jirari, Zankat El Hassani, N°11 Rabat Medina, Morocco",,Rabat,,Maroc,10101,https://www.linkedin.com/company/2621382,50,11
George Washington Academy,Administration scolaire et universitaire,"Bd. Abdelhadi Boutaleb (ex km 5.6 Route d'Azemmour)
Casablanca
Maroc",http://www.gwa.ac.ma,51-200 employés,1998,Non lucratif,Bd. Abdelhadi Boutaleb (ex km 5.6 Route d'Azemmour),,Casablanca,,Maroc,,https://www.linkedin.com/company/323017,200,51
IIHEM,Administration scolaire et universitaire,"10020
Maroc",http://www.iihem.ac.ma,51-200 employés,,Établissement éducatif,,,,,Maroc,10020,https://www.linkedin.com/company/1182764,200,51
Centre National pour la Recherche Scientifique et Technique (CNRST),Administration scolaire et universitaire,"Angle avenues des FAR et Allal El Fassi, Hay Ryad, B.P. 8027 N.U.
Rabat
Rabat
10102
Maroc",http://www.cnrst.ma,201-500 employés,1975,Administration publique,"Angle avenues des FAR et Allal El Fassi, Hay Ryad, B.P. 8027 N.U.",,Rabat,Rabat,Maroc,10102,https://www.linkedin.com/company/778133,500,201
"Ministry of Education, Morocco",Administration scolaire et universitaire,"Avenue Ennasr, Bab Rouah
Rabat
10000
Maroc",http://www.men.gov.ma,+ de 10 000 employés,,Administration publique,"Avenue Ennasr, Bab Rouah",,Rabat,,Maroc,10000,https://www.linkedin.com/company/847809,0,10
IAT Academy _ Béni Mellal,Aéronautique et aérospatiale,"56, Boulevard Hassan II
Béni Mellal
Béni Mellal
Maroc",http://iat-academia.com,11-50 employés,2014,Établissement éducatif,"56, Boulevard Hassan II",,Béni Mellal,Béni Mellal,Maroc,,https://www.linkedin.com/company/9196120,50,11
Groupe Aerospace,Aéronautique et aérospatiale,"imm12Appt N°6Angle Av,Fal Oueld Omeir Agdal
Rabat
Maroc",http://www.groupe-aerospace.com,1-10 employés,,Société à responsabilité limitée (SRL),"imm12Appt N°6Angle Av,Fal Oueld Omeir Agdal",,Rabat,,Maroc,,https://www.linkedin.com/company/2731980,10,1
MOVENDO AERONAUTICS,Aéronautique et aérospatiale,"Zone Franche D’Exploration Lot 40A-90000
TANGER
TANGER
90000
Maroc",http://www.movendoaeronautics.com,11-50 employés,2013,Société à responsabilité limitée (SRL),Zone Franche D’Exploration Lot 40A-90000,,TANGER,TANGER,Maroc,90000,https://www.linkedin.com/company/2942089,50,11
Moroccan Aviation Services,Aéronautique et aérospatiale,"Marrakech Airport
Agadir Airport
Agadir/Marrakech/Casablanca
AGADIR
Maroc",http://www.moroccanaviationservices.com,1-10 employés,,Société à responsabilité limitée (SRL),Marrakech Airport,Agadir Airport,Agadir/Marrakech/Casablanca,AGADIR,Maroc,,https://www.linkedin.com/company/3226204,10,1
MAROC AEROSUP,Aéronautique et aérospatiale,"390, Boulevard Zerktouni
Casablanca
20040
Maroc",http://www.aerosup.ma,51-200 employés,2011,Établissement éducatif,"390, Boulevard Zerktouni",,Casablanca,,Maroc,20040,https://www.linkedin.com/company/3180772,200,51
Infohas ,Aéronautique et aérospatiale,"15 Rue Demnate Hassan
Rabat
Rabat/Morocco
10000
Maroc",http://infohas.ma,11-50 employés,1996,Travailleur indépendant ou profession libérale,15 Rue Demnate Hassan,,Rabat,Rabat/Morocco,Maroc,10000,https://www.linkedin.com/company/5237641,50,11
Air Form Morocco Group,Aéronautique et aérospatiale,"7 avenue Oqba
Villa n°7, Agdal
Rabat
Maroc",http://www.air-form.ma,11-50 employés,2004,Établissement éducatif,7 avenue Oqba,"Villa n°7, Agdal",Rabat,,Maroc,,https://www.linkedin.com/company/5234693,50,11
Munisys,Technologies et services de l’information,"Munisys
Indusparc, Bâtiment B2, C.T.1015
Casablanca
20400
Maroc",http://www.munisys.net.ma,201-500 employés,1992,Société à responsabilité limitée (SRL),Munisys,"Indusparc, Bâtiment B2, C.T.1015",Casablanca,,Maroc,20400,https://www.linkedin.com/company/118318,500,201
UNIFORCE informatique (UNIFORCE Group),Technologies et services de l’information,"320 BD ZERKTOUNI
Casablanca
20040
Maroc",http://www.uniforce.ma,51-200 employés,1993,Société à responsabilité limitée (SRL),320 BD ZERKTOUNI,,Casablanca,,Maroc,20040,https://www.linkedin.com/company/247827,200,51
MedTech Group,Technologies et services de l’information,"Boulevard abdelmoumen
Casablanca
Maroc",http://www.medtechgroupmorocco.com,201-500 employés,,Société à responsabilité limitée (SRL),Boulevard abdelmoumen,,Casablanca,,Maroc,,https://www.linkedin.com/company/2720405,500,201
Synergie Media,Technologies et services de l’information,"325, Avenue Hassan II
Agadir
80020
Maroc",http://www.synergie-media.com,1-10 employés,,Société à responsabilité limitée (SRL),"325, Avenue Hassan II",,Agadir,,Maroc,80020,https://www.linkedin.com/company/969318,10,1
Software Business,Technologies et services de l’information,"18 Marjane 1, Tranche 1
Meknes
Meknes Tafilalt
50070
Maroc",http://www.softbusiness.ma,51-200 employés,2012,Société cotée en bourse,"18 Marjane 1, Tranche 1",,Meknes,Meknes Tafilalt,Maroc,50070,https://www.linkedin.com/company/3539380,200,51
Edicom,Technologies et services de l’information,"20340
Maroc",http://www.telecontact.ma,51-200 employés,,Société de personnes (associés),,,,,Maroc,20340,https://www.linkedin.com/company/975457,200,51
ALTITUDE Technology,Technologies et services de l’information,"Bd YAAKOUB EL MANSOUR
17 Rue Ishaak Ibnou Hanine
Casablanca
20380
Maroc",http://www.altitech.ma,1-10 employés,2009,Société à responsabilité limitée (SRL),Bd YAAKOUB EL MANSOUR,17 Rue Ishaak Ibnou Hanine,Casablanca,,Maroc,20380,https://www.linkedin.com/company/588468,10,1
MedSys Maroc,Technologies et services de l’information,"C 42 Al Maghrib Al Arabi
2éme Etage, N3
Kenitra
14000
Maroc",http://www.redfoxmaroc.com,11-50 employés,2010,Société cotée en bourse,C 42 Al Maghrib Al Arabi,"2éme Etage, N3",Kenitra,,Maroc,14000,https://www.linkedin.com/company/2519475,50,11
Business IT Solutions (BITS),Technologies et services de l’information,Maroc,http://www.bits.ma,11-50 employés,2004,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/667058,50,11
IT Agency Casablanca,Technologies et services de l’information,"62 Rue IShak el Marouni 1er étage
Casablanca
Maarif
20000
Maroc",http://www.itagencycasa.com/,11-50 employés,2012,Société à responsabilité limitée (SRL),62 Rue IShak el Marouni 1er étage,,Casablanca,Maarif,Maroc,20000,https://www.linkedin.com/company/5084204,50,11
Navcities,Technologies et services de l’information,"Bureau 378, 3e étage
Rte Nouasser
Casablanca
20150
Maroc",http://www.navcities.com,11-50 employés,2008,Société à responsabilité limitée (SRL),"Bureau 378, 3e étage",Rte Nouasser,Casablanca,,Maroc,20150,https://www.linkedin.com/company/2335239,50,11
Masarat Technology,Technologies et services de l’information,"79 Tarik Ibn zyad, 3ème Etage
TEMARA
Rabat
10180
Maroc",http://www.masarattechnology.com,1-10 employés,2008,Société à responsabilité limitée (SRL),"79 Tarik Ibn zyad, 3ème Etage",,TEMARA,Rabat,Maroc,10180,https://www.linkedin.com/company/457721,10,1
Novway,Technologies et services de l’information,"52, Bd Abdelmoumen
Casablanca
20340
Maroc",http://www.novway.com,11-50 employés,,Société à responsabilité limitée (SRL),"52, Bd Abdelmoumen",,Casablanca,,Maroc,20340,https://www.linkedin.com/company/10128972,50,11
Clear Sight Consulting,Technologies et services de l’information,"Rabat
Maroc",http://www.cscmaroc.com,Moi uniquement,2008,Société à responsabilité limitée (SRL),,,Rabat,,Maroc,,https://www.linkedin.com/company/206412,,
Xsourcing Services and Technologies,Technologies et services de l’information,"110 Rue Brahim Nakhai, Maârif
Casablanca
20100
Maroc",http://www.xsourcing.ma,11-50 employés,2012,Société à responsabilité limitée (SRL),"110 Rue Brahim Nakhai, Maârif",,Casablanca,,Maroc,20100,https://www.linkedin.com/company/5020508,50,11
Incepture S.A.R.L,Technologies et services de l’information,"15 Avenue AL ABTAL Appt N°4 AGDAL
RABAT
10000
Maroc",http://www.incepture.ma,1-10 employés,2015,Société à responsabilité limitée (SRL),15 Avenue AL ABTAL Appt N°4 AGDAL,,RABAT,,Maroc,10000,https://www.linkedin.com/company/9300856,10,1
PROGRECIA,Technologies et services de l’information,"17, Place Pasteur, Imm. Pasteur Build
BP 1807 Casa Derb Ghalef
Casablanca
20100
Maroc",http://www.progrecia.com,1-10 employés,,Société à responsabilité limitée (SRL),"17, Place Pasteur, Imm. Pasteur Build",BP 1807 Casa Derb Ghalef,Casablanca,,Maroc,20100,https://www.linkedin.com/company/988316,10,1
SYSCloud Maroc,Technologies et services de l’information,"Rue maamoura, Residence LILIA
Bureau N°2
KENITRA
KENITRA
14000
Maroc",http://www.syscloudmaroc.com,1-10 employés,2014,Société à responsabilité limitée (SRL),"Rue maamoura, Residence LILIA",Bureau N°2,KENITRA,KENITRA,Maroc,14000,https://www.linkedin.com/company/9385099,10,1
Synope,Technologies et services de l’information,"11000
Maroc",http://www.synope.ma,1-10 employés,2009,Société à responsabilité limitée (SRL),,,,,Maroc,11000,https://www.linkedin.com/company/1116833,10,1
Innovate - Applied Innovative Technologies,Technologies et services de l’information,"20100
Maroc",http://www.innovate.ma,1-10 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,20100,https://www.linkedin.com/company/860096,10,1
CREASITE S.A.R.L,Technologies et services de l’information,"Villa N°:8, hay jaafari Polo
Casablanca
Maroc",http://www.creasite.ma,1-10 employés,2007,Société à responsabilité limitée (SRL),"Villa N°:8, hay jaafari Polo",,Casablanca,,Maroc,,https://www.linkedin.com/company/3326244,10,1
GG Projects SARL,Technologies et services de l’information,Maroc,http://www.ggp.ma/,1-10 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/1187565,10,1
BLUE CONCEPT Morocco,Technologies et services de l’information,"Casablanca
Casablanca
Maroc",http://www.blueconcept.ma,1-10 employés,2015,Société à responsabilité limitée (SRL),Casablanca,,Casablanca,,Maroc,,https://www.linkedin.com/company/9249788,10,1
Menara service,Technologies et services de l’information,"4,Rue Omar Slaoui,3ème étage,Appt 8 20130-Casablanca ,Maroc
Casablanca
Maroc",http://www.menara-services.com,11-50 employés,2012,Société à responsabilité limitée (SRL),"4,Rue Omar Slaoui,3ème étage,Appt 8 20130-Casablanca ,Maroc",,Casablanca,,Maroc,,https://www.linkedin.com/company/9441362,50,11
Mohami Moyassir,Technologies et services de l’information,"23, Rue Melouia N°5. Agdal
Rabat
10000
Maroc",http://www.mohami.ma,1-10 employés,2013,Société cotée en bourse,"23, Rue Melouia N°5. Agdal",,Rabat,,Maroc,10000,https://www.linkedin.com/company/9216772,10,1
International Digital Media,Technologies et services de l’information,"39, AV lalla yacout, App D, 5eme étage
Casablanca
20200
Maroc",http://www.idm-groupe.com,11-50 employés,,Société à responsabilité limitée (SRL),"39, AV lalla yacout, App D, 5eme étage",,Casablanca,,Maroc,20200,https://www.linkedin.com/company/10349614,50,11
Kabb&Ber Business Solutions,Technologies et services de l’information,"Bd My abdellah Résidence Taiba A 4ème étage / Plateau n° 10
Marrakech
Maroc",http://kabb-ber.com/,1-10 employés,2015,Société de personnes (associés),Bd My abdellah Résidence Taiba A 4ème étage / Plateau n° 10,,Marrakech,,Maroc,,https://www.linkedin.com/company/10044798,10,1
Naos CRM,Technologies et services de l’information,"09, Rue Khatawat, Agdal
Rabat
Rabat-Salé-Zemmour-Zaer
10000
Maroc",http://www.naoscrm.com,1-10 employés,2014,Société à responsabilité limitée (SRL),"09, Rue Khatawat, Agdal",,Rabat,Rabat-Salé-Zemmour-Zaer,Maroc,10000,https://www.linkedin.com/company/10459634,10,1
EnerGetic Link,Technologies et services de l’information,"Bd la Corniche, Résidence Le Yacht, Entrée A, Bureau 137, 5ème étage, Casablanca
Casablanca
Casablanca
20054
Maroc",http://www.energeticlink.com/,11-50 employés,2012,Entreprise individuelle,"Bd la Corniche, Résidence Le Yacht, Entrée A, Bureau 137, 5ème étage, Casablanca",,Casablanca,Casablanca,Maroc,20054,https://www.linkedin.com/company/10460991,50,11
XCELIA,Technologies et services de l’information,"571, Avenue Mohamed VI
Immeuble Mathis, Bloc A 2 étage
Rabat
Africa Region
10000
Maroc",http://www.xcelia.ma,1-10 employés,2013,Société à responsabilité limitée (SRL),"571, Avenue Mohamed VI","Immeuble Mathis, Bloc A 2 étage",Rabat,Africa Region,Maroc,10000,https://www.linkedin.com/company/10450433,10,1
USUS Technologies Consulting,Technologies et services de l’information,"27 Rue Bapaume Angle Mohamed V 8éme Etage Bureau A
CASABLANCA
20300
Maroc",,1-10 employés,2014,Société à responsabilité limitée (SRL),27 Rue Bapaume Angle Mohamed V 8éme Etage Bureau A,,CASABLANCA,,Maroc,20300,https://www.linkedin.com/company/6542063,10,1
Target Ing,Technologies et services de l’information,"73 rue des écoles Maârif, 1er étage Appartement N°1
Casablanca
Maroc",http://www.targeting.ma,1-10 employés,2013,Société à responsabilité limitée (SRL),"73 rue des écoles Maârif, 1er étage Appartement N°1",,Casablanca,,Maroc,,https://www.linkedin.com/company/10366247,10,1
IBnCS,Technologies et services de l’information,"10, R104, Rue Ghandi - Hassan, Rabat - Maroc
Rabat
Maroc",http://www.ibncs.com/,1-10 employés,2015,Société à responsabilité limitée (SRL),"10, R104, Rue Ghandi - Hassan, Rabat - Maroc",,Rabat,,Maroc,,https://www.linkedin.com/company/10435910,10,1
Acceler Tech,Technologies et services de l’information,"34, rue 6 Octobre –ex Convention
Casablanca
Quartier: Racine
Maroc",http://www.acceler-tech.com,1-10 employés,2014,Société à responsabilité limitée (SRL),"34, rue 6 Octobre –ex Convention",,Casablanca,Quartier: Racine,Maroc,,https://www.linkedin.com/company/10274976,10,1
MEDIA MONDE Studios,Technologies et services de l’information,"18 bis, rue Aljoulane
Agadir
Agadir
80000
Maroc",http://www.mediamonde-studios.net,11-50 employés,2009,Société cotée en bourse,"18 bis, rue Aljoulane",,Agadir,Agadir,Maroc,80000,https://www.linkedin.com/company/10056305,50,11
